"Date","Month","Year","Site.Name","COUNTY","meanlatitude","meanlongitude","PM2.5","Ozone"
3-02-20,2,3,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,43.5
3-02-20,2,3,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,18.3333333333333,34.5
3-02-20,2,3,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,15.5,36.5
3-02-20,2,3,"Leggett","Edgecombe",35.988278,-77.5843,4.5,35
3-02-20,2,3,"Linville Falls","Avery",35.972347,-81.933072,NA,34
3-02-20,2,3,"Mendenhall School","Guilford",36.1090060008986,-79.802314,11.5,40.5
3-02-20,2,3,"Millbrook School","Wake",35.856111,-78.574167,21.3333333333333,38
3-02-20,2,3,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,9,36
3-02-20,2,3,"West Johnston Co.","Johnston",35.59095,-78.4622,7,38
3-03-20,3,3,"Bryson City","Swain",35.434767,-83.442133,28,32.5
3-03-20,3,3,"Castle Hayne","New Hanover",34.364167,-77.838611,8,39.5
3-03-20,3,3,"Clemmons Middle","Forsyth",36.026,-80.342,29,33
3-03-20,3,3,"Durham Armory","Durham",36.0329550008979,-78.904037,23.3333333333333,35.5
3-03-20,3,3,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,39
3-03-20,3,3,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,17.75,28.5
3-03-20,3,3,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,14.75,33.5
3-03-20,3,3,"Leggett","Edgecombe",35.988278,-77.5843,17,36.5
3-03-20,3,3,"Linville Falls","Avery",35.972347,-81.933072,NA,25
3-03-20,3,3,"Mendenhall School","Guilford",36.1090060008986,-79.802314,18.5,35.5
3-03-20,3,3,"Millbrook School","Wake",35.856111,-78.574167,28.5,36
3-03-20,3,3,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,17.3333333333333,37
3-03-20,3,3,"West Johnston Co.","Johnston",35.59095,-78.4622,17.5,36
3-04-20,4,3,"Bryson City","Swain",35.434767,-83.442133,25,39.5
3-04-20,4,3,"Castle Hayne","New Hanover",34.364167,-77.838611,9,34.5
3-04-20,4,3,"Clemmons Middle","Forsyth",36.026,-80.342,20.3333333333333,42.5
3-04-20,4,3,"Durham Armory","Durham",36.0329550008979,-78.904037,31.6666666666667,42.5
3-04-20,4,3,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,42.5
3-04-20,4,3,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,21.5,40
3-04-20,4,3,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,18.3333333333333,43
3-04-20,4,3,"Leggett","Edgecombe",35.988278,-77.5843,18,38
3-04-20,4,3,"Linville Falls","Avery",35.972347,-81.933072,NA,38
3-04-20,4,3,"Mendenhall School","Guilford",36.1090060008986,-79.802314,20,42.5
3-04-20,4,3,"Millbrook School","Wake",35.856111,-78.574167,24.3333333333333,41.5
3-04-20,4,3,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,26.6666666666667,38
3-04-20,4,3,"West Johnston Co.","Johnston",35.59095,-78.4622,22.5,37.5
3-05-20,5,3,"Bryson City","Swain",35.434767,-83.442133,41,43
3-05-20,5,3,"Castle Hayne","New Hanover",34.364167,-77.838611,13.5,37.5
3-05-20,5,3,"Clemmons Middle","Forsyth",36.026,-80.342,25,42
3-05-20,5,3,"Durham Armory","Durham",36.0329550008979,-78.904037,32.5,39.5
3-05-20,5,3,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,44
3-05-20,5,3,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,24.6666666666667,41
3-05-20,5,3,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,20.5,41
3-05-20,5,3,"Leggett","Edgecombe",35.988278,-77.5843,11.5,38.5
3-05-20,5,3,"Linville Falls","Avery",35.972347,-81.933072,NA,42.5
3-05-20,5,3,"Mendenhall School","Guilford",36.1090060008986,-79.802314,14,42.5
3-05-20,5,3,"Millbrook School","Wake",35.856111,-78.574167,32.3333333333333,40
3-05-20,5,3,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,21,37.5
3-05-20,5,3,"West Johnston Co.","Johnston",35.59095,-78.4622,28,39
3-06-20,6,3,"Bryson City","Swain",35.434767,-83.442133,44.5,40.5
3-06-20,6,3,"Castle Hayne","New Hanover",34.364167,-77.838611,15.5,42
3-06-20,6,3,"Clemmons Middle","Forsyth",36.026,-80.342,27.5,34.5
3-06-20,6,3,"Durham Armory","Durham",36.0329550008979,-78.904037,34,32
3-06-20,6,3,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,45
3-06-20,6,3,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,39,30.5
3-06-20,6,3,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,22.5,35.5
3-06-20,6,3,"Leggett","Edgecombe",35.988278,-77.5843,13,37
3-06-20,6,3,"Linville Falls","Avery",35.972347,-81.933072,44,40.5
3-06-20,6,3,"Mendenhall School","Guilford",36.1090060008986,-79.802314,20.5,34.5
3-06-20,6,3,"Millbrook School","Wake",35.856111,-78.574167,33.25,33.5
3-06-20,6,3,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,21.6666666666667,38.5
3-06-20,6,3,"West Johnston Co.","Johnston",35.59095,-78.4622,35,35.5
3-07-20,7,3,"Bryson City","Swain",35.434767,-83.442133,27.5,41
3-07-20,7,3,"Castle Hayne","New Hanover",34.364167,-77.838611,24.5,42
3-07-20,7,3,"Clemmons Middle","Forsyth",36.026,-80.342,39,37.5
3-07-20,7,3,"Durham Armory","Durham",36.0329550008979,-78.904037,37,36.5
3-07-20,7,3,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,47
3-07-20,7,3,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,29,36.5
3-07-20,7,3,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,30.6666666666667,37
3-07-20,7,3,"Leggett","Edgecombe",35.988278,-77.5843,12,39
3-07-20,7,3,"Linville Falls","Avery",35.972347,-81.933072,NA,41
3-07-20,7,3,"Mendenhall School","Guilford",36.1090060008986,-79.802314,24,38.5
3-07-20,7,3,"Millbrook School","Wake",35.856111,-78.574167,38.5,37
3-07-20,7,3,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,25.3333333333333,39.5
3-07-20,7,3,"West Johnston Co.","Johnston",35.59095,-78.4622,22.5,38
3-08-20,8,3,"Bryson City","Swain",35.434767,-83.442133,34,35
3-08-20,8,3,"Castle Hayne","New Hanover",34.364167,-77.838611,18,43
3-08-20,8,3,"Clemmons Middle","Forsyth",36.026,-80.342,46,35.5
3-08-20,8,3,"Durham Armory","Durham",36.0329550008979,-78.904037,40.5,36
3-08-20,8,3,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,44
3-08-20,8,3,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,43.6666666666667,33
3-08-20,8,3,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,40.5,34
3-08-20,8,3,"Leggett","Edgecombe",35.988278,-77.5843,15,37.5
3-08-20,8,3,"Linville Falls","Avery",35.972347,-81.933072,NA,40
3-08-20,8,3,"Mendenhall School","Guilford",36.1090060008986,-79.802314,20,36.5
3-08-20,8,3,"Millbrook School","Wake",35.856111,-78.574167,42.6666666666667,36.5
3-08-20,8,3,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,23,38.5
3-08-20,8,3,"West Johnston Co.","Johnston",35.59095,-78.4622,28,38
3-09-20,9,3,"Bryson City","Swain",35.434767,-83.442133,36.5,38.5
3-09-20,9,3,"Castle Hayne","New Hanover",34.364167,-77.838611,21.5,44
3-09-20,9,3,"Clemmons Middle","Forsyth",36.026,-80.342,47,32
3-09-20,9,3,"Durham Armory","Durham",36.0329550008979,-78.904037,36.3333333333333,34
3-09-20,9,3,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,34
3-09-20,9,3,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,42,33.5
3-09-20,9,3,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,32.25,33
3-09-20,9,3,"Leggett","Edgecombe",35.988278,-77.5843,21,40
3-09-20,9,3,"Linville Falls","Avery",35.972347,-81.933072,18,39.5
3-09-20,9,3,"Mendenhall School","Guilford",36.1090060008986,-79.802314,37,33
3-09-20,9,3,"Millbrook School","Wake",35.856111,-78.574167,41.75,38.5
3-09-20,9,3,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,23,41.5
3-09-20,9,3,"West Johnston Co.","Johnston",35.59095,-78.4622,30.5,38.5
3-10-20,10,3,"Bryson City","Swain",35.434767,-83.442133,45,37.5
3-10-20,10,3,"Castle Hayne","New Hanover",34.364167,-77.838611,37,37
3-10-20,10,3,"Clemmons Middle","Forsyth",36.026,-80.342,41,33.5
3-10-20,10,3,"Durham Armory","Durham",36.0329550008979,-78.904037,50,25
3-10-20,10,3,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,48
3-10-20,10,3,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,46.5,26.5
3-10-20,10,3,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,38.6666666666667,31.5
3-10-20,10,3,"Leggett","Edgecombe",35.988278,-77.5843,46,34.5
3-10-20,10,3,"Linville Falls","Avery",35.972347,-81.933072,NA,46
3-10-20,10,3,"Mendenhall School","Guilford",36.1090060008986,-79.802314,45,33
3-10-20,10,3,"Millbrook School","Wake",35.856111,-78.574167,50.75,34.5
3-10-20,10,3,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,41.3333333333333,39
3-10-20,10,3,"West Johnston Co.","Johnston",35.59095,-78.4622,58.5,36.5
3-11-20,11,3,"Bryson City","Swain",35.434767,-83.442133,38.5,30
3-11-20,11,3,"Castle Hayne","New Hanover",34.364167,-77.838611,24.5,41
3-11-20,11,3,"Clemmons Middle","Forsyth",36.026,-80.342,47.5,35
3-11-20,11,3,"Durham Armory","Durham",36.0329550008979,-78.904037,44,36
3-11-20,11,3,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,45
3-11-20,11,3,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,41.3333333333333,32
3-11-20,11,3,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,41,36.5
3-11-20,11,3,"Leggett","Edgecombe",35.988278,-77.5843,39,38
3-11-20,11,3,"Linville Falls","Avery",35.972347,-81.933072,NA,42
3-11-20,11,3,"Mendenhall School","Guilford",36.1090060008986,-79.802314,36,37.5
3-11-20,11,3,"Millbrook School","Wake",35.856111,-78.574167,36.3333333333333,37
3-11-20,11,3,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,26,39.5
3-11-20,11,3,"West Johnston Co.","Johnston",35.59095,-78.4622,36,37.5
3-12-20,12,3,"Bryson City","Swain",35.434767,-83.442133,23,43
3-12-20,12,3,"Castle Hayne","New Hanover",34.364167,-77.838611,24.5,40.5
3-12-20,12,3,"Clemmons Middle","Forsyth",36.026,-80.342,31,42
3-12-20,12,3,"Durham Armory","Durham",36.0329550008979,-78.904037,32.6666666666667,40.5
3-12-20,12,3,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,48
3-12-20,12,3,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,18.5,39
3-12-20,12,3,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,28,43.5
3-12-20,12,3,"Leggett","Edgecombe",35.988278,-77.5843,18.5,38.5
3-12-20,12,3,"Linville Falls","Avery",35.972347,-81.933072,10,45.5
3-12-20,12,3,"Mendenhall School","Guilford",36.1090060008986,-79.802314,25,43.5
3-12-20,12,3,"Millbrook School","Wake",35.856111,-78.574167,28.75,45
3-12-20,12,3,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,19.6666666666667,39
3-12-20,12,3,"West Johnston Co.","Johnston",35.59095,-78.4622,29.5,39
4-01-20,1,4,"Bryson City","Swain",35.434767,-83.442133,22.5,45.5
4-01-20,1,4,"Castle Hayne","New Hanover",34.364167,-77.838611,7,44
4-01-20,1,4,"Clemmons Middle","Forsyth",36.026,-80.342,28,46
4-01-20,1,4,"Durham Armory","Durham",36.0329550008979,-78.904037,12,45.5
4-01-20,1,4,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,50
4-01-20,1,4,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,21.3333333333333,46.5
4-01-20,1,4,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,23.5,46.5
4-01-20,1,4,"Leggett","Edgecombe",35.988278,-77.5843,25.5,45.5
4-01-20,1,4,"Linville Falls","Avery",35.972347,-81.933072,NA,45
4-01-20,1,4,"Mendenhall School","Guilford",36.1090060008986,-79.802314,19.5,48
4-01-20,1,4,"Millbrook School","Wake",35.856111,-78.574167,32.75,46
4-01-20,1,4,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,22.5,46
4-01-20,1,4,"West Johnston Co.","Johnston",35.59095,-78.4622,22.5,45.5
4-02-20,2,4,"Bryson City","Swain",35.434767,-83.442133,36.5,44.5
4-02-20,2,4,"Castle Hayne","New Hanover",34.364167,-77.838611,12.5,41
4-02-20,2,4,"Clemmons Middle","Forsyth",36.026,-80.342,37,49
4-02-20,2,4,"Durham Armory","Durham",36.0329550008979,-78.904037,30.5,42
4-02-20,2,4,"Frying Pan Mountain","Haywood",35.379167,-82.7925,32,61
4-02-20,2,4,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,31.5,44
4-02-20,2,4,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,27.75,46.5
4-02-20,2,4,"Leggett","Edgecombe",35.988278,-77.5843,25.5,41
4-02-20,2,4,"Linville Falls","Avery",35.972347,-81.933072,25,48
4-02-20,2,4,"Mendenhall School","Guilford",36.1090060008986,-79.802314,29.5,48.5
4-02-20,2,4,"Millbrook School","Wake",35.856111,-78.574167,36.8,42
4-02-20,2,4,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,27,41
4-02-20,2,4,"West Johnston Co.","Johnston",35.59095,-78.4622,29,41.5
4-03-20,3,4,"Bryson City","Swain",35.434767,-83.442133,44.5,44.5
4-03-20,3,4,"Castle Hayne","New Hanover",34.364167,-77.838611,24,40
4-03-20,3,4,"Clemmons Middle","Forsyth",36.026,-80.342,56,51
4-03-20,3,4,"Durham Armory","Durham",36.0329550008979,-78.904037,46,46
4-03-20,3,4,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,67
4-03-20,3,4,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,39.3333333333333,51
4-03-20,3,4,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,41,50.5
4-03-20,3,4,"Leggett","Edgecombe",35.988278,-77.5843,32.5,44
4-03-20,3,4,"Linville Falls","Avery",35.972347,-81.933072,NA,48.5
4-03-20,3,4,"Mendenhall School","Guilford",36.1090060008986,-79.802314,30,52.5
4-03-20,3,4,"Millbrook School","Wake",35.856111,-78.574167,48.25,45.5
4-03-20,3,4,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,36,42.5
4-03-20,3,4,"West Johnston Co.","Johnston",35.59095,-78.4622,35,45.5
4-04-20,4,4,"Bryson City","Swain",35.434767,-83.442133,31.5,50.5
4-04-20,4,4,"Castle Hayne","New Hanover",34.364167,-77.838611,16.5,57
4-04-20,4,4,"Clemmons Middle","Forsyth",36.026,-80.342,48,58.5
4-04-20,4,4,"Durham Armory","Durham",36.0329550008979,-78.904037,38,58
4-04-20,4,4,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,55.5
4-04-20,4,4,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,31.3333333333333,54
4-04-20,4,4,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,38.5,60.5
4-04-20,4,4,"Leggett","Edgecombe",35.988278,-77.5843,33,52
4-04-20,4,4,"Linville Falls","Avery",35.972347,-81.933072,NA,59
4-04-20,4,4,"Mendenhall School","Guilford",36.1090060008986,-79.802314,32,61.5
4-04-20,4,4,"Millbrook School","Wake",35.856111,-78.574167,41.25,57.5
4-04-20,4,4,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,30,54.5
4-04-20,4,4,"West Johnston Co.","Johnston",35.59095,-78.4622,29,57.5
4-05-20,5,4,"Bryson City","Swain",35.434767,-83.442133,26.5,44
4-05-20,5,4,"Castle Hayne","New Hanover",34.364167,-77.838611,7.5,47
4-05-20,5,4,"Clemmons Middle","Forsyth",36.026,-80.342,34,43.5
4-05-20,5,4,"Durham Armory","Durham",36.0329550008979,-78.904037,27,41.5
4-05-20,5,4,"Frying Pan Mountain","Haywood",35.379167,-82.7925,15,47.5
4-05-20,5,4,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,21.5,41
4-05-20,5,4,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,22.6666666666667,44
4-05-20,5,4,"Leggett","Edgecombe",35.988278,-77.5843,29.5,38
4-05-20,5,4,"Linville Falls","Avery",35.972347,-81.933072,19,46
4-05-20,5,4,"Mendenhall School","Guilford",36.1090060008986,-79.802314,18.5,43
4-05-20,5,4,"Millbrook School","Wake",35.856111,-78.574167,32.4,42
4-05-20,5,4,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,26.3333333333333,46
4-05-20,5,4,"West Johnston Co.","Johnston",35.59095,-78.4622,27.5,43
4-06-20,6,4,"Bryson City","Swain",35.434767,-83.442133,30,37.5
4-06-20,6,4,"Castle Hayne","New Hanover",34.364167,-77.838611,8,48.5
4-06-20,6,4,"Clemmons Middle","Forsyth",36.026,-80.342,38.5,49
4-06-20,6,4,"Durham Armory","Durham",36.0329550008979,-78.904037,36.5,44.5
4-06-20,6,4,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,52
4-06-20,6,4,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,34.25,47
4-06-20,6,4,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,36,50
4-06-20,6,4,"Leggett","Edgecombe",35.988278,-77.5843,24.5,46.5
4-06-20,6,4,"Linville Falls","Avery",35.972347,-81.933072,NA,48.5
4-06-20,6,4,"Mendenhall School","Guilford",36.1090060008986,-79.802314,31.5,56.5
4-06-20,6,4,"Millbrook School","Wake",35.856111,-78.574167,39,46
4-06-20,6,4,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,25,47.5
4-06-20,6,4,"West Johnston Co.","Johnston",35.59095,-78.4622,43.5,51
4-07-20,7,4,"Bryson City","Swain",35.434767,-83.442133,24,36.5
4-07-20,7,4,"Castle Hayne","New Hanover",34.364167,-77.838611,11.5,40.5
4-07-20,7,4,"Clemmons Middle","Forsyth",36.026,-80.342,44,37
4-07-20,7,4,"Durham Armory","Durham",36.0329550008979,-78.904037,41.5,38.5
4-07-20,7,4,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,43
4-07-20,7,4,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,44,35
4-07-20,7,4,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,39,39
4-07-20,7,4,"Leggett","Edgecombe",35.988278,-77.5843,20,38
4-07-20,7,4,"Linville Falls","Avery",35.972347,-81.933072,NA,39.5
4-07-20,7,4,"Mendenhall School","Guilford",36.1090060008986,-79.802314,31.5,40
4-07-20,7,4,"Millbrook School","Wake",35.856111,-78.574167,44.25,38.5
4-07-20,7,4,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,20.5,42
4-07-20,7,4,"West Johnston Co.","Johnston",35.59095,-78.4622,32,38
4-08-20,8,4,"Bryson City","Swain",35.434767,-83.442133,16,32
4-08-20,8,4,"Castle Hayne","New Hanover",34.364167,-77.838611,8.5,37.5
4-08-20,8,4,"Clemmons Middle","Forsyth",36.026,-80.342,36,38
4-08-20,8,4,"Durham Armory","Durham",36.0329550008979,-78.904037,27,36.5
4-08-20,8,4,"Frying Pan Mountain","Haywood",35.379167,-82.7925,8,42.5
4-08-20,8,4,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,25.5,37.5
4-08-20,8,4,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,27,38
4-08-20,8,4,"Leggett","Edgecombe",35.988278,-77.5843,21.5,37
4-08-20,8,4,"Linville Falls","Avery",35.972347,-81.933072,12,37.5
4-08-20,8,4,"Mendenhall School","Guilford",36.1090060008986,-79.802314,22.5,41
4-08-20,8,4,"Millbrook School","Wake",35.856111,-78.574167,30,39.5
4-08-20,8,4,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,22,36
4-08-20,8,4,"West Johnston Co.","Johnston",35.59095,-78.4622,27.5,40
4-09-20,9,4,"Bryson City","Swain",35.434767,-83.442133,16.5,37
4-09-20,9,4,"Castle Hayne","New Hanover",34.364167,-77.838611,10.5,34.5
4-09-20,9,4,"Clemmons Middle","Forsyth",36.026,-80.342,20.3333333333333,43
4-09-20,9,4,"Durham Armory","Durham",36.0329550008979,-78.904037,32.5,40.5
4-09-20,9,4,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,43
4-09-20,9,4,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,29.25,33
4-09-20,9,4,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,25,43.5
4-09-20,9,4,"Leggett","Edgecombe",35.988278,-77.5843,22,35
4-09-20,9,4,"Linville Falls","Avery",35.972347,-81.933072,NA,42
4-09-20,9,4,"Mendenhall School","Guilford",36.1090060008986,-79.802314,22.5,45
4-09-20,9,4,"Millbrook School","Wake",35.856111,-78.574167,36,38.5
4-09-20,9,4,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,26.6666666666667,31
4-09-20,9,4,"West Johnston Co.","Johnston",35.59095,-78.4622,30,34
4-10-20,10,4,"Bryson City","Swain",35.434767,-83.442133,25,44.5
4-10-20,10,4,"Castle Hayne","New Hanover",34.364167,-77.838611,11.5,42.5
4-10-20,10,4,"Clemmons Middle","Forsyth",36.026,-80.342,33,51.5
4-10-20,10,4,"Durham Armory","Durham",36.0329550008979,-78.904037,34.5,52.5
4-10-20,10,4,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,49.5
4-10-20,10,4,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,28.3333333333333,57.5
4-10-20,10,4,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,29,55
4-10-20,10,4,"Leggett","Edgecombe",35.988278,-77.5843,26.5,50
4-10-20,10,4,"Linville Falls","Avery",35.972347,-81.933072,NA,47
4-10-20,10,4,"Mendenhall School","Guilford",36.1090060008986,-79.802314,22.5,58
4-10-20,10,4,"Millbrook School","Wake",35.856111,-78.574167,39.5,50.5
4-10-20,10,4,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,25.5,50
4-10-20,10,4,"West Johnston Co.","Johnston",35.59095,-78.4622,32.5,48.5
4-11-20,11,4,"Bryson City","Swain",35.434767,-83.442133,28,45
4-11-20,11,4,"Castle Hayne","New Hanover",34.364167,-77.838611,17.5,48.5
4-11-20,11,4,"Clemmons Middle","Forsyth",36.026,-80.342,40,48
4-11-20,11,4,"Durham Armory","Durham",36.0329550008979,-78.904037,38.3333333333333,53
4-11-20,11,4,"Frying Pan Mountain","Haywood",35.379167,-82.7925,16,52
4-11-20,11,4,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,37,47
4-11-20,11,4,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,33,48.5
4-11-20,11,4,"Leggett","Edgecombe",35.988278,-77.5843,32.5,48
4-11-20,11,4,"Linville Falls","Avery",35.972347,-81.933072,19,49
4-11-20,11,4,"Mendenhall School","Guilford",36.1090060008986,-79.802314,36,52.5
4-11-20,11,4,"Millbrook School","Wake",35.856111,-78.574167,47.2,53.5
4-11-20,11,4,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,34.6666666666667,50.5
4-11-20,11,4,"West Johnston Co.","Johnston",35.59095,-78.4622,39,52
4-12-20,12,4,"Bryson City","Swain",35.434767,-83.442133,39,49
4-12-20,12,4,"Castle Hayne","New Hanover",34.364167,-77.838611,32,47.5
4-12-20,12,4,"Clemmons Middle","Forsyth",36.026,-80.342,50,49.5
4-12-20,12,4,"Durham Armory","Durham",36.0329550008979,-78.904037,30.3333333333333,42.5
4-12-20,12,4,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,62.5
4-12-20,12,4,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,31.5,43.5
4-12-20,12,4,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,40,48
4-12-20,12,4,"Leggett","Edgecombe",35.988278,-77.5843,32.5,49
4-12-20,12,4,"Linville Falls","Avery",35.972347,-81.933072,NA,51.5
4-12-20,12,4,"Mendenhall School","Guilford",36.1090060008986,-79.802314,37,46.5
4-12-20,12,4,"Millbrook School","Wake",35.856111,-78.574167,41.6,46
4-12-20,12,4,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,33.3333333333333,48
4-12-20,12,4,"West Johnston Co.","Johnston",35.59095,-78.4622,38.5,46.5
5-01-20,1,5,"Bryson City","Swain",35.434767,-83.442133,35,54.5
5-01-20,1,5,"Castle Hayne","New Hanover",34.364167,-77.838611,9,49.5
5-01-20,1,5,"Clemmons Middle","Forsyth",36.026,-80.342,58,57.5
5-01-20,1,5,"Durham Armory","Durham",36.0329550008979,-78.904037,46.5,52
5-01-20,1,5,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,69.5
5-01-20,1,5,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,38.6666666666667,48.5
5-01-20,1,5,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,45.5,58.5
5-01-20,1,5,"Leggett","Edgecombe",35.988278,-77.5843,32,60.5
5-01-20,1,5,"Linville Falls","Avery",35.972347,-81.933072,NA,61
5-01-20,1,5,"Mendenhall School","Guilford",36.1090060008986,-79.802314,36,59.5
5-01-20,1,5,"Millbrook School","Wake",35.856111,-78.574167,43.75,56
5-01-20,1,5,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,33.5,60.5
5-01-20,1,5,"West Johnston Co.","Johnston",35.59095,-78.4622,39,53
5-02-20,2,5,"Bryson City","Swain",35.434767,-83.442133,39.5,44
5-02-20,2,5,"Castle Hayne","New Hanover",34.364167,-77.838611,11,52.5
5-02-20,2,5,"Clemmons Middle","Forsyth",36.026,-80.342,51,67.5
5-02-20,2,5,"Durham Armory","Durham",36.0329550008979,-78.904037,37.3333333333333,56.5
5-02-20,2,5,"Frying Pan Mountain","Haywood",35.379167,-82.7925,35,41
5-02-20,2,5,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,35,54
5-02-20,2,5,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,44.5,68
5-02-20,2,5,"Leggett","Edgecombe",35.988278,-77.5843,38.5,59
5-02-20,2,5,"Linville Falls","Avery",35.972347,-81.933072,30,61.5
5-02-20,2,5,"Mendenhall School","Guilford",36.1090060008986,-79.802314,37.5,74.5
5-02-20,2,5,"Millbrook School","Wake",35.856111,-78.574167,46.6,58
5-02-20,2,5,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,35.3333333333333,65.5
5-02-20,2,5,"West Johnston Co.","Johnston",35.59095,-78.4622,40,55
5-03-20,3,5,"Bryson City","Swain",35.434767,-83.442133,40.5,37.5
5-03-20,3,5,"Castle Hayne","New Hanover",34.364167,-77.838611,8.5,34
5-03-20,3,5,"Clemmons Middle","Forsyth",36.026,-80.342,44,55
5-03-20,3,5,"Durham Armory","Durham",36.0329550008979,-78.904037,34.5,41
5-03-20,3,5,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,47
