"Date","Month","Year","Site.Name","COUNTY","meanlatitude","meanlongitude","PM2.5","Ozone"
5-03-20,3,5,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,26.5,40
5-03-20,3,5,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,42,55.5
5-03-20,3,5,"Leggett","Edgecombe",35.988278,-77.5843,29.5,46
5-03-20,3,5,"Linville Falls","Avery",35.972347,-81.933072,NA,58.5
5-03-20,3,5,"Mendenhall School","Guilford",36.1090060008986,-79.802314,35.5,62
5-03-20,3,5,"Millbrook School","Wake",35.856111,-78.574167,41.25,41
5-03-20,3,5,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,26,42
5-03-20,3,5,"West Johnston Co.","Johnston",35.59095,-78.4622,35,38
5-04-20,4,5,"Bryson City","Swain",35.434767,-83.442133,37.5,33.5
5-04-20,4,5,"Castle Hayne","New Hanover",34.364167,-77.838611,6.5,38.5
5-04-20,4,5,"Clemmons Middle","Forsyth",36.026,-80.342,41,55
5-04-20,4,5,"Durham Armory","Durham",36.0329550008979,-78.904037,29.5,42.5
5-04-20,4,5,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,48
5-04-20,4,5,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,32,40
5-04-20,4,5,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,46.5,55.5
5-04-20,4,5,"Leggett","Edgecombe",35.988278,-77.5843,27,43.5
5-04-20,4,5,"Linville Falls","Avery",35.972347,-81.933072,NA,43.5
5-04-20,4,5,"Mendenhall School","Guilford",36.1090060008986,-79.802314,34.5,68.5
5-04-20,4,5,"Millbrook School","Wake",35.856111,-78.574167,37.3333333333333,43.5
5-04-20,4,5,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,25,44
5-04-20,4,5,"West Johnston Co.","Johnston",35.59095,-78.4622,32,41
5-05-20,5,5,"Bryson City","Swain",35.434767,-83.442133,34.5,32.5
5-05-20,5,5,"Castle Hayne","New Hanover",34.364167,-77.838611,15,36.5
5-05-20,5,5,"Clemmons Middle","Forsyth",36.026,-80.342,21,35.5
5-05-20,5,5,"Durham Armory","Durham",36.0329550008979,-78.904037,35.6666666666667,35.5
5-05-20,5,5,"Frying Pan Mountain","Haywood",35.379167,-82.7925,40,43
5-05-20,5,5,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,30.75,33
5-05-20,5,5,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,46,36.5
5-05-20,5,5,"Leggett","Edgecombe",35.988278,-77.5843,26,37
5-05-20,5,5,"Linville Falls","Avery",35.972347,-81.933072,42,38
5-05-20,5,5,"Mendenhall School","Guilford",36.1090060008986,-79.802314,32.5,35
5-05-20,5,5,"Millbrook School","Wake",35.856111,-78.574167,35,37.5
5-05-20,5,5,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,26.3333333333333,39.5
5-05-20,5,5,"West Johnston Co.","Johnston",35.59095,-78.4622,29,36.5
5-06-20,6,5,"Bryson City","Swain",35.434767,-83.442133,19.5,46
5-06-20,6,5,"Castle Hayne","New Hanover",34.364167,-77.838611,1.5,31
5-06-20,6,5,"Clemmons Middle","Forsyth",36.026,-80.342,24,42.5
5-06-20,6,5,"Durham Armory","Durham",36.0329550008979,-78.904037,19.5,35.5
5-06-20,6,5,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,48.5
5-06-20,6,5,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,23,45
5-06-20,6,5,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,31,43.5
5-06-20,6,5,"Leggett","Edgecombe",35.988278,-77.5843,18.5,34
5-06-20,6,5,"Linville Falls","Avery",35.972347,-81.933072,NA,45.5
5-06-20,6,5,"Mendenhall School","Guilford",36.1090060008986,-79.802314,24.5,40
5-06-20,6,5,"Millbrook School","Wake",35.856111,-78.574167,28,39
5-06-20,6,5,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,16.5,36
5-06-20,6,5,"West Johnston Co.","Johnston",35.59095,-78.4622,23.5,35.5
5-07-20,7,5,"Bryson City","Swain",35.434767,-83.442133,29.5,42
5-07-20,7,5,"Castle Hayne","New Hanover",34.364167,-77.838611,11.5,39
5-07-20,7,5,"Clemmons Middle","Forsyth",36.026,-80.342,35,48.5
5-07-20,7,5,"Durham Armory","Durham",36.0329550008979,-78.904037,26.5,45.5
5-07-20,7,5,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,54
5-07-20,7,5,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,27.3333333333333,57
5-07-20,7,5,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,31.5,49.5
5-07-20,7,5,"Leggett","Edgecombe",35.988278,-77.5843,33,40
5-07-20,7,5,"Linville Falls","Avery",35.972347,-81.933072,NA,48.5
5-07-20,7,5,"Mendenhall School","Guilford",36.1090060008986,-79.802314,24.5,46
5-07-20,7,5,"Millbrook School","Wake",35.856111,-78.574167,37.6666666666667,45
5-07-20,7,5,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,44,43
5-07-20,7,5,"West Johnston Co.","Johnston",35.59095,-78.4622,30,44
5-08-20,8,5,"Bryson City","Swain",35.434767,-83.442133,29,46
5-08-20,8,5,"Castle Hayne","New Hanover",34.364167,-77.838611,11,39.5
5-08-20,8,5,"Clemmons Middle","Forsyth",36.026,-80.342,39,57.5
5-08-20,8,5,"Durham Armory","Durham",36.0329550008979,-78.904037,31.3333333333333,45
5-08-20,8,5,"Frying Pan Mountain","Haywood",35.379167,-82.7925,14,48.5
5-08-20,8,5,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,29.5,56.5
5-08-20,8,5,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,34.75,58.5
5-08-20,8,5,"Leggett","Edgecombe",35.988278,-77.5843,19.5,42.5
5-08-20,8,5,"Linville Falls","Avery",35.972347,-81.933072,20,47.5
5-08-20,8,5,"Mendenhall School","Guilford",36.1090060008986,-79.802314,34,49
5-08-20,8,5,"Millbrook School","Wake",35.856111,-78.574167,35.6666666666667,45
5-08-20,8,5,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,20,44
5-08-20,8,5,"West Johnston Co.","Johnston",35.59095,-78.4622,26,44.5
5-09-20,9,5,"Bryson City","Swain",35.434767,-83.442133,32,42
5-09-20,9,5,"Castle Hayne","New Hanover",34.364167,-77.838611,4,37
5-09-20,9,5,"Clemmons Middle","Forsyth",36.026,-80.342,29,53.5
5-09-20,9,5,"Durham Armory","Durham",36.0329550008979,-78.904037,19,51.5
5-09-20,9,5,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,62
5-09-20,9,5,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,24,64
5-09-20,9,5,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,35.3333333333333,61.5
5-09-20,9,5,"Leggett","Edgecombe",35.988278,-77.5843,15,35.5
5-09-20,9,5,"Linville Falls","Avery",35.972347,-81.933072,NA,55.5
5-09-20,9,5,"Mendenhall School","Guilford",36.1090060008986,-79.802314,22,65.5
5-09-20,9,5,"Millbrook School","Wake",35.856111,-78.574167,31.5,52
5-09-20,9,5,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,16,35.5
5-09-20,9,5,"West Johnston Co.","Johnston",35.59095,-78.4622,25,46
5-10-20,10,5,"Bryson City","Swain",35.434767,-83.442133,36.5,40.5
5-10-20,10,5,"Castle Hayne","New Hanover",34.364167,-77.838611,10.5,45
5-10-20,10,5,"Clemmons Middle","Forsyth",36.026,-80.342,41,51.5
5-10-20,10,5,"Durham Armory","Durham",36.0329550008979,-78.904037,30,44
5-10-20,10,5,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,52.5
5-10-20,10,5,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,30.3333333333333,40.5
5-10-20,10,5,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,45.5,49
5-10-20,10,5,"Leggett","Edgecombe",35.988278,-77.5843,30,55
5-10-20,10,5,"Linville Falls","Avery",35.972347,-81.933072,NA,46.5
5-10-20,10,5,"Mendenhall School","Guilford",36.1090060008986,-79.802314,18,57.5
5-10-20,10,5,"Millbrook School","Wake",35.856111,-78.574167,41.25,50
5-10-20,10,5,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,28.5,54
5-10-20,10,5,"West Johnston Co.","Johnston",35.59095,-78.4622,45.5,50
5-11-20,11,5,"Bryson City","Swain",35.434767,-83.442133,29,34.5
5-11-20,11,5,"Castle Hayne","New Hanover",34.364167,-77.838611,14,53
5-11-20,11,5,"Clemmons Middle","Forsyth",36.026,-80.342,37.3333333333333,44.5
5-11-20,11,5,"Durham Armory","Durham",36.0329550008979,-78.904037,36.6666666666667,51.5
5-11-20,11,5,"Frying Pan Mountain","Haywood",35.379167,-82.7925,32,56.5
5-11-20,11,5,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,33.25,66.5
5-11-20,11,5,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,43.6666666666667,41.5
5-11-20,11,5,"Leggett","Edgecombe",35.988278,-77.5843,37.5,54
5-11-20,11,5,"Linville Falls","Avery",35.972347,-81.933072,35,54
5-11-20,11,5,"Mendenhall School","Guilford",36.1090060008986,-79.802314,25,52.5
5-11-20,11,5,"Millbrook School","Wake",35.856111,-78.574167,47,59
5-11-20,11,5,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,36,54.5
5-11-20,11,5,"West Johnston Co.","Johnston",35.59095,-78.4622,49,51
5-12-20,12,5,"Bryson City","Swain",35.434767,-83.442133,29.5,40
5-12-20,12,5,"Castle Hayne","New Hanover",34.364167,-77.838611,17.5,52
5-12-20,12,5,"Clemmons Middle","Forsyth",36.026,-80.342,39.5,55
5-12-20,12,5,"Durham Armory","Durham",36.0329550008979,-78.904037,33,55
5-12-20,12,5,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,50
5-12-20,12,5,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,28,64.5
5-12-20,12,5,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,32.6666666666667,58.5
5-12-20,12,5,"Leggett","Edgecombe",35.988278,-77.5843,37.5,57.5
5-12-20,12,5,"Linville Falls","Avery",35.972347,-81.933072,NA,48
5-12-20,12,5,"Mendenhall School","Guilford",36.1090060008986,-79.802314,35,66
5-12-20,12,5,"Millbrook School","Wake",35.856111,-78.574167,46.25,55.5
5-12-20,12,5,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,36,60
5-12-20,12,5,"West Johnston Co.","Johnston",35.59095,-78.4622,40,41
6-01-20,1,6,"Bryson City","Swain",35.434767,-83.442133,31.5,47
6-01-20,1,6,"Castle Hayne","New Hanover",34.364167,-77.838611,14,47.5
6-01-20,1,6,"Clemmons Middle","Forsyth",36.026,-80.342,34.5,45
6-01-20,1,6,"Durham Armory","Durham",36.0329550008979,-78.904037,28,47
6-01-20,1,6,"Frying Pan Mountain","Haywood",35.379167,-82.7925,14,55.5
6-01-20,1,6,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,26,55.5
6-01-20,1,6,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,24,47.5
6-01-20,1,6,"Leggett","Edgecombe",35.988278,-77.5843,30,54
6-01-20,1,6,"Linville Falls","Avery",35.972347,-81.933072,15,46
6-01-20,1,6,"Mendenhall School","Guilford",36.1090060008986,-79.802314,29.5,49
6-01-20,1,6,"Millbrook School","Wake",35.856111,-78.574167,31,61.5
6-01-20,1,6,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,31.6666666666667,54.5
6-01-20,1,6,"West Johnston Co.","Johnston",35.59095,-78.4622,37.5,44.5
6-02-20,2,6,"Bryson City","Swain",35.434767,-83.442133,38.5,45
6-02-20,2,6,"Castle Hayne","New Hanover",34.364167,-77.838611,22.5,53
6-02-20,2,6,"Clemmons Middle","Forsyth",36.026,-80.342,41.3333333333333,48
6-02-20,2,6,"Durham Armory","Durham",36.0329550008979,-78.904037,38.3333333333333,50.5
6-02-20,2,6,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,51.5
6-02-20,2,6,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,41.5,62
6-02-20,2,6,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,35,49
6-02-20,2,6,"Leggett","Edgecombe",35.988278,-77.5843,33,53.5
6-02-20,2,6,"Linville Falls","Avery",35.972347,-81.933072,NA,46.5
6-02-20,2,6,"Mendenhall School","Guilford",36.1090060008986,-79.802314,32,54.5
6-02-20,2,6,"Millbrook School","Wake",35.856111,-78.574167,36.4,54
6-02-20,2,6,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,34.6666666666667,65.5
6-02-20,2,6,"West Johnston Co.","Johnston",35.59095,-78.4622,40.5,53.5
6-03-20,3,6,"Bryson City","Swain",35.434767,-83.442133,43,24.5
6-03-20,3,6,"Castle Hayne","New Hanover",34.364167,-77.838611,34,49
6-03-20,3,6,"Clemmons Middle","Forsyth",36.026,-80.342,48,44.5
6-03-20,3,6,"Durham Armory","Durham",36.0329550008979,-78.904037,38,42
6-03-20,3,6,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,50
6-03-20,3,6,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,30,58.5
6-03-20,3,6,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,35,44.5
6-03-20,3,6,"Leggett","Edgecombe",35.988278,-77.5843,33.5,41.5
6-03-20,3,6,"Linville Falls","Avery",35.972347,-81.933072,NA,46
6-03-20,3,6,"Mendenhall School","Guilford",36.1090060008986,-79.802314,35,45
6-03-20,3,6,"Millbrook School","Wake",35.856111,-78.574167,41.75,46.5
6-03-20,3,6,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,33,45.5
6-03-20,3,6,"West Johnston Co.","Johnston",35.59095,-78.4622,43.5,44.5
6-04-20,4,6,"Bryson City","Swain",35.434767,-83.442133,40.5,54
6-04-20,4,6,"Castle Hayne","New Hanover",34.364167,-77.838611,22.5,47
6-04-20,4,6,"Clemmons Middle","Forsyth",36.026,-80.342,32,59.5
6-04-20,4,6,"Durham Armory","Durham",36.0329550008979,-78.904037,24.3333333333333,67.5
6-04-20,4,6,"Frying Pan Mountain","Haywood",35.379167,-82.7925,15,64
6-04-20,4,6,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,36,72
6-04-20,4,6,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,23,64
6-04-20,4,6,"Leggett","Edgecombe",35.988278,-77.5843,25.5,54
6-04-20,4,6,"Linville Falls","Avery",35.972347,-81.933072,16,51.5
6-04-20,4,6,"Mendenhall School","Guilford",36.1090060008986,-79.802314,24,64
6-04-20,4,6,"Millbrook School","Wake",35.856111,-78.574167,29.4,72
6-04-20,4,6,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,22.3333333333333,61
6-04-20,4,6,"West Johnston Co.","Johnston",35.59095,-78.4622,29,66
6-05-20,5,6,"Bryson City","Swain",35.434767,-83.442133,43,38.5
6-05-20,5,6,"Castle Hayne","New Hanover",34.364167,-77.838611,25.5,46
6-05-20,5,6,"Clemmons Middle","Forsyth",36.026,-80.342,40.5,48.5
6-05-20,5,6,"Durham Armory","Durham",36.0329550008979,-78.904037,46.3333333333333,49
6-05-20,5,6,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,64
6-05-20,5,6,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,46.8,69
6-05-20,5,6,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,38.5,52
6-05-20,5,6,"Leggett","Edgecombe",35.988278,-77.5843,46,47
6-05-20,5,6,"Linville Falls","Avery",35.972347,-81.933072,NA,41
6-05-20,5,6,"Mendenhall School","Guilford",36.1090060008986,-79.802314,39,66.5
6-05-20,5,6,"Millbrook School","Wake",35.856111,-78.574167,46,62
6-05-20,5,6,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,40,47.5
6-05-20,5,6,"West Johnston Co.","Johnston",35.59095,-78.4622,45.5,49.5
6-06-20,6,6,"Bryson City","Swain",35.434767,-83.442133,34.5,41
6-06-20,6,6,"Castle Hayne","New Hanover",34.364167,-77.838611,24,57
6-06-20,6,6,"Clemmons Middle","Forsyth",36.026,-80.342,48.5,56
6-06-20,6,6,"Durham Armory","Durham",36.0329550008979,-78.904037,49,52.5
6-06-20,6,6,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,58
6-06-20,6,6,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,39.25,56.5
6-06-20,6,6,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,44.5,58.5
6-06-20,6,6,"Leggett","Edgecombe",35.988278,-77.5843,47.5,53
6-06-20,6,6,"Linville Falls","Avery",35.972347,-81.933072,NA,54
6-06-20,6,6,"Mendenhall School","Guilford",36.1090060008986,-79.802314,46,69
6-06-20,6,6,"Millbrook School","Wake",35.856111,-78.574167,49,65
6-06-20,6,6,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,48.5,69
6-06-20,6,6,"West Johnston Co.","Johnston",35.59095,-78.4622,50.5,67
6-07-20,7,6,"Bryson City","Swain",35.434767,-83.442133,27,42.5
6-07-20,7,6,"Castle Hayne","New Hanover",34.364167,-77.838611,40,46.5
6-07-20,7,6,"Clemmons Middle","Forsyth",36.026,-80.342,38.5,54
6-07-20,7,6,"Durham Armory","Durham",36.0329550008979,-78.904037,40.3333333333333,36.5
6-07-20,7,6,"Frying Pan Mountain","Haywood",35.379167,-82.7925,35,42.5
6-07-20,7,6,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,41,47
6-07-20,7,6,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,35.75,56.5
6-07-20,7,6,"Leggett","Edgecombe",35.988278,-77.5843,43,37
6-07-20,7,6,"Linville Falls","Avery",35.972347,-81.933072,33,34
6-07-20,7,6,"Mendenhall School","Guilford",36.1090060008986,-79.802314,35.5,49.5
6-07-20,7,6,"Millbrook School","Wake",35.856111,-78.574167,47.2,44.5
6-07-20,7,6,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,38,43.5
6-07-20,7,6,"West Johnston Co.","Johnston",35.59095,-78.4622,49,41
6-08-20,8,6,"Bryson City","Swain",35.434767,-83.442133,19,36
6-08-20,8,6,"Castle Hayne","New Hanover",34.364167,-77.838611,10.5,39.5
6-08-20,8,6,"Clemmons Middle","Forsyth",36.026,-80.342,30.3333333333333,60
6-08-20,8,6,"Durham Armory","Durham",36.0329550008979,-78.904037,31,63
6-08-20,8,6,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,51.5
6-08-20,8,6,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,30.25,60.5
6-08-20,8,6,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,27,67
6-08-20,8,6,"Leggett","Edgecombe",35.988278,-77.5843,40,44.5
6-08-20,8,6,"Linville Falls","Avery",35.972347,-81.933072,NA,40.5
6-08-20,8,6,"Mendenhall School","Guilford",36.1090060008986,-79.802314,32.5,51.5
6-08-20,8,6,"Millbrook School","Wake",35.856111,-78.574167,37.6,53
6-08-20,8,6,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,37.6666666666667,41
6-08-20,8,6,"West Johnston Co.","Johnston",35.59095,-78.4622,41,44.5
6-09-20,9,6,"Bryson City","Swain",35.434767,-83.442133,10,33
6-09-20,9,6,"Castle Hayne","New Hanover",34.364167,-77.838611,4,31
6-09-20,9,6,"Clemmons Middle","Forsyth",36.026,-80.342,41.5,42.5
6-09-20,9,6,"Durham Armory","Durham",36.0329550008979,-78.904037,31,47
6-09-20,9,6,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,46
6-09-20,9,6,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,NA,41
6-09-20,9,6,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,36,44.5
6-09-20,9,6,"Leggett","Edgecombe",35.988278,-77.5843,28,34.5
6-09-20,9,6,"Linville Falls","Avery",35.972347,-81.933072,NA,37
6-09-20,9,6,"Mendenhall School","Guilford",36.1090060008986,-79.802314,34,39.5
6-09-20,9,6,"Millbrook School","Wake",35.856111,-78.574167,35.5,37
6-09-20,9,6,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,25,32
6-09-20,9,6,"West Johnston Co.","Johnston",35.59095,-78.4622,30.5,34.5
6-10-20,10,6,"Bryson City","Swain",35.434767,-83.442133,18,33.5
6-10-20,10,6,"Castle Hayne","New Hanover",34.364167,-77.838611,4.5,33
6-10-20,10,6,"Clemmons Middle","Forsyth",36.026,-80.342,42.5,49.5
6-10-20,10,6,"Durham Armory","Durham",36.0329550008979,-78.904037,28.6666666666667,38
6-10-20,10,6,"Frying Pan Mountain","Haywood",35.379167,-82.7925,37,44.5
6-10-20,10,6,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,44,42
6-10-20,10,6,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,41,49.5
6-10-20,10,6,"Leggett","Edgecombe",35.988278,-77.5843,28.5,35.5
6-10-20,10,6,"Linville Falls","Avery",35.972347,-81.933072,39,38
6-10-20,10,6,"Mendenhall School","Guilford",36.1090060008986,-79.802314,31,55.5
6-10-20,10,6,"Millbrook School","Wake",35.856111,-78.574167,35.6,38
6-10-20,10,6,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,19.3333333333333,33
6-10-20,10,6,"West Johnston Co.","Johnston",35.59095,-78.4622,35,36
6-11-20,11,6,"Bryson City","Swain",35.434767,-83.442133,22,39.5
6-11-20,11,6,"Castle Hayne","New Hanover",34.364167,-77.838611,22.5,36.5
6-11-20,11,6,"Clemmons Middle","Forsyth",36.026,-80.342,34.5,42.5
6-11-20,11,6,"Durham Armory","Durham",36.0329550008979,-78.904037,20.6666666666667,36
6-11-20,11,6,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,44
6-11-20,11,6,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,21,57
6-11-20,11,6,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,31.5,43
6-11-20,11,6,"Leggett","Edgecombe",35.988278,-77.5843,26,36.5
6-11-20,11,6,"Linville Falls","Avery",35.972347,-81.933072,NA,36.5
6-11-20,11,6,"Mendenhall School","Guilford",36.1090060008986,-79.802314,25,40
6-11-20,11,6,"Millbrook School","Wake",35.856111,-78.574167,30.2,38
6-11-20,11,6,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,23,42
6-11-20,11,6,"West Johnston Co.","Johnston",35.59095,-78.4622,29.5,38.5
6-12-20,12,6,"Bryson City","Swain",35.434767,-83.442133,31,34.5
6-12-20,12,6,"Castle Hayne","New Hanover",34.364167,-77.838611,11.5,32.5
6-12-20,12,6,"Clemmons Middle","Forsyth",36.026,-80.342,31.5,34.5
6-12-20,12,6,"Durham Armory","Durham",36.0329550008979,-78.904037,23,32.5
6-12-20,12,6,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,44
6-12-20,12,6,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,23.6666666666667,33
6-12-20,12,6,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,27.5,36
6-12-20,12,6,"Leggett","Edgecombe",35.988278,-77.5843,22,33.5
6-12-20,12,6,"Linville Falls","Avery",35.972347,-81.933072,NA,37
6-12-20,12,6,"Mendenhall School","Guilford",36.1090060008986,-79.802314,22.5,33.5
6-12-20,12,6,"Millbrook School","Wake",35.856111,-78.574167,27.5,33
6-12-20,12,6,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,23.5,34.5
6-12-20,12,6,"West Johnston Co.","Johnston",35.59095,-78.4622,26.5,34.5
7-01-20,1,7,"Bryson City","Swain",35.434767,-83.442133,45,34.5
7-01-20,1,7,"Castle Hayne","New Hanover",34.364167,-77.838611,25,40
7-01-20,1,7,"Clemmons Middle","Forsyth",36.026,-80.342,40,42.5
7-01-20,1,7,"Durham Armory","Durham",36.0329550008979,-78.904037,34,45
7-01-20,1,7,"Frying Pan Mountain","Haywood",35.379167,-82.7925,12,40.5
7-01-20,1,7,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,35.5,56
7-01-20,1,7,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,37,44
7-01-20,1,7,"Leggett","Edgecombe",35.988278,-77.5843,35.5,43
7-01-20,1,7,"Linville Falls","Avery",35.972347,-81.933072,25,39.5
7-01-20,1,7,"Mendenhall School","Guilford",36.1090060008986,-79.802314,39.5,44.5
7-01-20,1,7,"Millbrook School","Wake",35.856111,-78.574167,38,44.5
7-01-20,1,7,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,34,43.5
7-01-20,1,7,"West Johnston Co.","Johnston",35.59095,-78.4622,38,44.5
7-02-20,2,7,"Bryson City","Swain",35.434767,-83.442133,32,34
7-02-20,2,7,"Castle Hayne","New Hanover",34.364167,-77.838611,21,39.5
7-02-20,2,7,"Clemmons Middle","Forsyth",36.026,-80.342,35.6666666666667,42
7-02-20,2,7,"Durham Armory","Durham",36.0329550008979,-78.904037,37.3333333333333,48.5
7-02-20,2,7,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,38.5
7-02-20,2,7,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,46,81.5
7-02-20,2,7,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,34,45.5
7-02-20,2,7,"Leggett","Edgecombe",35.988278,-77.5843,43.5,53
7-02-20,2,7,"Linville Falls","Avery",35.972347,-81.933072,NA,31.5
7-02-20,2,7,"Mendenhall School","Guilford",36.1090060008986,-79.802314,32.5,57
7-02-20,2,7,"Millbrook School","Wake",35.856111,-78.574167,46,62.5
7-02-20,2,7,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,36.5,54
7-02-20,2,7,"West Johnston Co.","Johnston",35.59095,-78.4622,52.5,48.5
7-03-20,3,7,"Bryson City","Swain",35.434767,-83.442133,27,32.5
7-03-20,3,7,"Castle Hayne","New Hanover",34.364167,-77.838611,35.5,43
7-03-20,3,7,"Clemmons Middle","Forsyth",36.026,-80.342,47,50.5
7-03-20,3,7,"Durham Armory","Durham",36.0329550008979,-78.904037,39.5,52.5
7-03-20,3,7,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,44.5
7-03-20,3,7,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,45.6666666666667,69.5
7-03-20,3,7,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,41,54
7-03-20,3,7,"Leggett","Edgecombe",35.988278,-77.5843,45.5,45.5
7-03-20,3,7,"Linville Falls","Avery",35.972347,-81.933072,NA,36
7-03-20,3,7,"Mendenhall School","Guilford",36.1090060008986,-79.802314,41.5,46.5
7-03-20,3,7,"Millbrook School","Wake",35.856111,-78.574167,47,55.5
7-03-20,3,7,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,46.5,49.5
7-03-20,3,7,"West Johnston Co.","Johnston",35.59095,-78.4622,49,65.5
7-04-20,4,7,"Bryson City","Swain",35.434767,-83.442133,43,36.5
7-04-20,4,7,"Castle Hayne","New Hanover",34.364167,-77.838611,14,35
7-04-20,4,7,"Clemmons Middle","Forsyth",36.026,-80.342,47.5,42
7-04-20,4,7,"Durham Armory","Durham",36.0329550008979,-78.904037,50,33.5
7-04-20,4,7,"Frying Pan Mountain","Haywood",35.379167,-82.7925,45,40.5
7-04-20,4,7,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,54.75,40
7-04-20,4,7,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,52.6666666666667,42
